O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,Date,Domain Source
19-1031.00,Conservation Scientists,1.B.1.c,Artistic,OI,Occupational Interests,1.97,11/2023,Machine Learning
19-1031.00,Conservation Scientists,1.B.1.d,Social,OI,Occupational Interests,2.88,11/2023,Machine Learning
19-1031.00,Conservation Scientists,1.B.1.e,Enterprising,OI,Occupational Interests,3.18,11/2023,Machine Learning
19-1031.00,Conservation Scientists,1.B.1.f,Conventional,OI,Occupational Interests,4,11/2023,Machine Learning
19-1031.00,Conservation Scientists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-1031.00,Conservation Scientists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-1031.00,Conservation Scientists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-1031.02,Range Managers,1.B.1.a,Realistic,OI,Occupational Interests,5.7,11/2023,Machine Learning
19-1031.02,Range Managers,1.B.1.b,Investigative,OI,Occupational Interests,4.9,11/2023,Machine Learning
19-1031.02,Range Managers,1.B.1.c,Artistic,OI,Occupational Interests,1.45,11/2023,Machine Learning
19-1031.02,Range Managers,1.B.1.d,Social,OI,Occupational Interests,2.51,11/2023,Machine Learning
19-1031.02,Range Managers,1.B.1.e,Enterprising,OI,Occupational Interests,4.43,11/2023,Machine Learning
19-1031.02,Range Managers,1.B.1.f,Conventional,OI,Occupational Interests,3.83,11/2023,Machine Learning
19-1031.02,Range Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-1031.02,Range Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-1031.02,Range Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5,11/2023,Machine Learning
19-1031.03,Park Naturalists,1.B.1.a,Realistic,OI,Occupational Interests,4.23,11/2023,Machine Learning
19-1031.03,Park Naturalists,1.B.1.b,Investigative,OI,Occupational Interests,4.51,11/2023,Machine Learning
19-1031.03,Park Naturalists,1.B.1.c,Artistic,OI,Occupational Interests,4.1,11/2023,Machine Learning
19-1031.03,Park Naturalists,1.B.1.d,Social,OI,Occupational Interests,4.85,11/2023,Machine Learning
19-1031.03,Park Naturalists,1.B.1.e,Enterprising,OI,Occupational Interests,3.38,11/2023,Machine Learning
19-1031.03,Park Naturalists,1.B.1.f,Conventional,OI,Occupational Interests,3.06,11/2023,Machine Learning
19-1031.03,Park Naturalists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4,11/2023,Machine Learning
19-1031.03,Park Naturalists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-1031.03,Park Naturalists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-1032.00,Foresters,1.B.1.a,Realistic,OI,Occupational Interests,5.32,11/2023,Machine Learning
19-1032.00,Foresters,1.B.1.b,Investigative,OI,Occupational Interests,4.4,11/2023,Machine Learning
19-1032.00,Foresters,1.B.1.c,Artistic,OI,Occupational Interests,1.24,11/2023,Machine Learning
19-1032.00,Foresters,1.B.1.d,Social,OI,Occupational Interests,2.41,11/2023,Machine Learning
19-1032.00,Foresters,1.B.1.e,Enterprising,OI,Occupational Interests,3.78,11/2023,Machine Learning
19-1032.00,Foresters,1.B.1.f,Conventional,OI,Occupational Interests,4.31,11/2023,Machine Learning
19-1032.00,Foresters,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-1032.00,Foresters,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-1032.00,Foresters,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-1041.00,Epidemiologists,1.B.1.a,Realistic,OI,Occupational Interests,3.18,11/2023,Machine Learning
19-1041.00,Epidemiologists,1.B.1.b,Investigative,OI,Occupational Interests,7,11/2023,Machine Learning
19-1041.00,Epidemiologists,1.B.1.c,Artistic,OI,Occupational Interests,2.02,11/2023,Machine Learning
19-1041.00,Epidemiologists,1.B.1.d,Social,OI,Occupational Interests,4.03,11/2023,Machine Learning
19-1041.00,Epidemiologists,1.B.1.e,Enterprising,OI,Occupational Interests,2.48,11/2023,Machine Learning
19-1041.00,Epidemiologists,1.B.1.f,Conventional,OI,Occupational Interests,3.67,11/2023,Machine Learning
19-1041.00,Epidemiologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-1041.00,Epidemiologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,4,11/2023,Machine Learning
19-1041.00,Epidemiologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
19-1042.00,"Medical Scientists, Except Epidemiologists",1.B.1.a,Realistic,OI,Occupational Interests,4.43,11/2023,Machine Learning
19-1042.00,"Medical Scientists, Except Epidemiologists",1.B.1.b,Investigative,OI,Occupational Interests,7,11/2023,Machine Learning
19-1042.00,"Medical Scientists, Except Epidemiologists",1.B.1.c,Artistic,OI,Occupational Interests,2.3,11/2023,Machine Learning
19-1042.00,"Medical Scientists, Except Epidemiologists",1.B.1.d,Social,OI,Occupational Interests,3.24,11/2023,Machine Learning
19-1042.00,"Medical Scientists, Except Epidemiologists",1.B.1.e,Enterprising,OI,Occupational Interests,2.23,11/2023,Machine Learning
19-1042.00,"Medical Scientists, Except Epidemiologists",1.B.1.f,Conventional,OI,Occupational Interests,3.95,11/2023,Machine Learning
19-1042.00,"Medical Scientists, Except Epidemiologists",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-1042.00,"Medical Scientists, Except Epidemiologists",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-1042.00,"Medical Scientists, Except Epidemiologists",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-2011.00,Astronomers,1.B.1.a,Realistic,OI,Occupational Interests,4.85,11/2023,Machine Learning
19-2011.00,Astronomers,1.B.1.b,Investigative,OI,Occupational Interests,7,11/2023,Machine Learning
19-2011.00,Astronomers,1.B.1.c,Artistic,OI,Occupational Interests,3.24,11/2023,Machine Learning
19-2011.00,Astronomers,1.B.1.d,Social,OI,Occupational Interests,2.81,11/2023,Machine Learning
19-2011.00,Astronomers,1.B.1.e,Enterprising,OI,Occupational Interests,1.99,11/2023,Machine Learning
19-2011.00,Astronomers,1.B.1.f,Conventional,OI,Occupational Interests,3.97,11/2023,Machine Learning
19-2011.00,Astronomers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-2011.00,Astronomers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-2011.00,Astronomers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
19-2012.00,Physicists,1.B.1.a,Realistic,OI,Occupational Interests,4.95,11/2023,Machine Learning
19-2012.00,Physicists,1.B.1.b,Investigative,OI,Occupational Interests,7,11/2023,Machine Learning
19-2012.00,Physicists,1.B.1.c,Artistic,OI,Occupational Interests,2.76,11/2023,Machine Learning
19-2012.00,Physicists,1.B.1.d,Social,OI,Occupational Interests,2.11,11/2023,Machine Learning
19-2012.00,Physicists,1.B.1.e,Enterprising,OI,Occupational Interests,1.82,11/2023,Machine Learning
19-2012.00,Physicists,1.B.1.f,Conventional,OI,Occupational Interests,4.86,11/2023,Machine Learning
19-2012.00,Physicists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-2012.00,Physicists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-2012.00,Physicists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-2021.00,Atmospheric and Space Scientists,1.B.1.a,Realistic,OI,Occupational Interests,4.82,11/2023,Machine Learning
19-2021.00,Atmospheric and Space Scientists,1.B.1.b,Investigative,OI,Occupational Interests,6.35,11/2023,Machine Learning
19-2021.00,Atmospheric and Space Scientists,1.B.1.c,Artistic,OI,Occupational Interests,2.72,11/2023,Machine Learning
19-2021.00,Atmospheric and Space Scientists,1.B.1.d,Social,OI,Occupational Interests,2.45,11/2023,Machine Learning
19-2021.00,Atmospheric and Space Scientists,1.B.1.e,Enterprising,OI,Occupational Interests,2.69,11/2023,Machine Learning
19-2021.00,Atmospheric and Space Scientists,1.B.1.f,Conventional,OI,Occupational Interests,4.48,11/2023,Machine Learning
19-2021.00,Atmospheric and Space Scientists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-2021.00,Atmospheric and Space Scientists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-2021.00,Atmospheric and Space Scientists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-2031.00,Chemists,1.B.1.a,Realistic,OI,Occupational Interests,5.66,11/2023,Machine Learning
19-2031.00,Chemists,1.B.1.b,Investigative,OI,Occupational Interests,6.66,11/2023,Machine Learning
19-2031.00,Chemists,1.B.1.c,Artistic,OI,Occupational Interests,1.5,11/2023,Machine Learning
19-2031.00,Chemists,1.B.1.d,Social,OI,Occupational Interests,1.15,11/2023,Machine Learning
19-2031.00,Chemists,1.B.1.e,Enterprising,OI,Occupational Interests,1.6,11/2023,Machine Learning
19-2031.00,Chemists,1.B.1.f,Conventional,OI,Occupational Interests,4.95,11/2023,Machine Learning
19-2031.00,Chemists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-2031.00,Chemists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-2031.00,Chemists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-2032.00,Materials Scientists,1.B.1.a,Realistic,OI,Occupational Interests,5.77,11/2023,Machine Learning
19-2032.00,Materials Scientists,1.B.1.b,Investigative,OI,Occupational Interests,6.61,11/2023,Machine Learning
19-2032.00,Materials Scientists,1.B.1.c,Artistic,OI,Occupational Interests,2.18,11/2023,Machine Learning
19-2032.00,Materials Scientists,1.B.1.d,Social,OI,Occupational Interests,1.35,11/2023,Machine Learning
19-2032.00,Materials Scientists,1.B.1.e,Enterprising,OI,Occupational Interests,1.9,11/2023,Machine Learning
19-2032.00,Materials Scientists,1.B.1.f,Conventional,OI,Occupational Interests,4.16,11/2023,Machine Learning
19-2032.00,Materials Scientists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-2032.00,Materials Scientists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-2032.00,Materials Scientists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.B.1.a,Realistic,OI,Occupational Interests,4.7,11/2023,Machine Learning
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.B.1.b,Investigative,OI,Occupational Interests,7,11/2023,Machine Learning
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.B.1.c,Artistic,OI,Occupational Interests,1.79,11/2023,Machine Learning
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.B.1.d,Social,OI,Occupational Interests,2.62,11/2023,Machine Learning
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.B.1.e,Enterprising,OI,Occupational Interests,2.58,11/2023,Machine Learning
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.B.1.f,Conventional,OI,Occupational Interests,4.44,11/2023,Machine Learning
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-2041.01,Climate Change Policy Analysts,1.B.1.a,Realistic,OI,Occupational Interests,1.37,11/2023,Machine Learning
19-2041.01,Climate Change Policy Analysts,1.B.1.b,Investigative,OI,Occupational Interests,6.73,11/2023,Machine Learning
19-2041.01,Climate Change Policy Analysts,1.B.1.c,Artistic,OI,Occupational Interests,3.11,11/2023,Machine Learning
19-2041.01,Climate Change Policy Analysts,1.B.1.d,Social,OI,Occupational Interests,3.17,11/2023,Machine Learning
19-2041.01,Climate Change Policy Analysts,1.B.1.e,Enterprising,OI,Occupational Interests,4.69,11/2023,Machine Learning
19-2041.01,Climate Change Policy Analysts,1.B.1.f,Conventional,OI,Occupational Interests,4.06,11/2023,Machine Learning
19-2041.01,Climate Change Policy Analysts,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-2041.01,Climate Change Policy Analysts,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,11/2023,Machine Learning
19-2041.01,Climate Change Policy Analysts,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-2041.02,Environmental Restoration Planners,1.B.1.a,Realistic,OI,Occupational Interests,5.31,11/2023,Machine Learning
19-2041.02,Environmental Restoration Planners,1.B.1.b,Investigative,OI,Occupational Interests,6.25,11/2023,Machine Learning
19-2041.02,Environmental Restoration Planners,1.B.1.c,Artistic,OI,Occupational Interests,2.24,11/2023,Machine Learning
19-2041.02,Environmental Restoration Planners,1.B.1.d,Social,OI,Occupational Interests,2.12,11/2023,Machine Learning
19-2041.02,Environmental Restoration Planners,1.B.1.e,Enterprising,OI,Occupational Interests,3.63,11/2023,Machine Learning
19-2041.02,Environmental Restoration Planners,1.B.1.f,Conventional,OI,Occupational Interests,4.13,11/2023,Machine Learning
19-2041.02,Environmental Restoration Planners,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-2041.02,Environmental Restoration Planners,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-2041.02,Environmental Restoration Planners,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-2041.03,Industrial Ecologists,1.B.1.a,Realistic,OI,Occupational Interests,4.62,11/2023,Machine Learning
19-2041.03,Industrial Ecologists,1.B.1.b,Investigative,OI,Occupational Interests,7,11/2023,Machine Learning
19-2041.03,Industrial Ecologists,1.B.1.c,Artistic,OI,Occupational Interests,2.14,11/2023,Machine Learning
19-2041.03,Industrial Ecologists,1.B.1.d,Social,OI,Occupational Interests,1.95,11/2023,Machine Learning
19-2041.03,Industrial Ecologists,1.B.1.e,Enterprising,OI,Occupational Interests,3.04,11/2023,Machine Learning
19-2041.03,Industrial Ecologists,1.B.1.f,Conventional,OI,Occupational Interests,3.98,11/2023,Machine Learning
19-2041.03,Industrial Ecologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-2041.03,Industrial Ecologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-2041.03,Industrial Ecologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.B.1.a,Realistic,OI,Occupational Interests,5.66,11/2023,Machine Learning
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.B.1.b,Investigative,OI,Occupational Interests,7,11/2023,Machine Learning
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.B.1.c,Artistic,OI,Occupational Interests,2.7,11/2023,Machine Learning
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.B.1.d,Social,OI,Occupational Interests,2.23,11/2023,Machine Learning
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.B.1.e,Enterprising,OI,Occupational Interests,1.67,11/2023,Machine Learning
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.B.1.f,Conventional,OI,Occupational Interests,4.16,11/2023,Machine Learning
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-2043.00,Hydrologists,1.B.1.a,Realistic,OI,Occupational Interests,5.71,11/2023,Machine Learning
19-2043.00,Hydrologists,1.B.1.b,Investigative,OI,Occupational Interests,6.53,11/2023,Machine Learning
19-2043.00,Hydrologists,1.B.1.c,Artistic,OI,Occupational Interests,1.86,11/2023,Machine Learning
19-2043.00,Hydrologists,1.B.1.d,Social,OI,Occupational Interests,2.16,11/2023,Machine Learning
19-2043.00,Hydrologists,1.B.1.e,Enterprising,OI,Occupational Interests,2.17,11/2023,Machine Learning
19-2043.00,Hydrologists,1.B.1.f,Conventional,OI,Occupational Interests,4.35,11/2023,Machine Learning
19-2043.00,Hydrologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-2043.00,Hydrologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-2043.00,Hydrologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-2099.01,Remote Sensing Scientists and Technologists,1.B.1.a,Realistic,OI,Occupational Interests,4.84,11/2023,Machine Learning
19-2099.01,Remote Sensing Scientists and Technologists,1.B.1.b,Investigative,OI,Occupational Interests,6.04,11/2023,Machine Learning
19-2099.01,Remote Sensing Scientists and Technologists,1.B.1.c,Artistic,OI,Occupational Interests,1.87,11/2023,Machine Learning
19-2099.01,Remote Sensing Scientists and Technologists,1.B.1.d,Social,OI,Occupational Interests,1.31,11/2023,Machine Learning
19-2099.01,Remote Sensing Scientists and Technologists,1.B.1.e,Enterprising,OI,Occupational Interests,1.49,11/2023,Machine Learning
19-2099.01,Remote Sensing Scientists and Technologists,1.B.1.f,Conventional,OI,Occupational Interests,4.84,11/2023,Machine Learning
19-2099.01,Remote Sensing Scientists and Technologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-2099.01,Remote Sensing Scientists and Technologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
19-2099.01,Remote Sensing Scientists and Technologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-3011.00,Economists,1.B.1.a,Realistic,OI,Occupational Interests,1.54,11/2023,Machine Learning
19-3011.00,Economists,1.B.1.b,Investigative,OI,Occupational Interests,7,11/2023,Machine Learning
19-3011.00,Economists,1.B.1.c,Artistic,OI,Occupational Interests,2.49,11/2023,Machine Learning
19-3011.00,Economists,1.B.1.d,Social,OI,Occupational Interests,2.22,11/2023,Machine Learning
19-3011.00,Economists,1.B.1.e,Enterprising,OI,Occupational Interests,3.8,11/2023,Machine Learning
19-3011.00,Economists,1.B.1.f,Conventional,OI,Occupational Interests,4.34,11/2023,Machine Learning
19-3011.00,Economists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-3011.00,Economists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-3011.00,Economists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.a,Realistic,OI,Occupational Interests,2.74,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.b,Investigative,OI,Occupational Interests,7,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.c,Artistic,OI,Occupational Interests,2.53,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.d,Social,OI,Occupational Interests,2.28,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.e,Enterprising,OI,Occupational Interests,4.11,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.f,Conventional,OI,Occupational Interests,4.08,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-3022.00,Survey Researchers,1.B.1.a,Realistic,OI,Occupational Interests,1.7,11/2023,Machine Learning
19-3022.00,Survey Researchers,1.B.1.b,Investigative,OI,Occupational Interests,6.1,11/2023,Machine Learning
19-3022.00,Survey Researchers,1.B.1.c,Artistic,OI,Occupational Interests,2.11,11/2023,Machine Learning
19-3022.00,Survey Researchers,1.B.1.d,Social,OI,Occupational Interests,2.31,11/2023,Machine Learning
19-3022.00,Survey Researchers,1.B.1.e,Enterprising,OI,Occupational Interests,3.05,11/2023,Machine Learning
19-3022.00,Survey Researchers,1.B.1.f,Conventional,OI,Occupational Interests,5.46,11/2023,Machine Learning
19-3022.00,Survey Researchers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-3022.00,Survey Researchers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-3022.00,Survey Researchers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
19-3032.00,Industrial-Organizational Psychologists,1.B.1.a,Realistic,OI,Occupational Interests,1.11,11/2023,Machine Learning
19-3032.00,Industrial-Organizational Psychologists,1.B.1.b,Investigative,OI,Occupational Interests,5.32,11/2023,Machine Learning
19-3032.00,Industrial-Organizational Psychologists,1.B.1.c,Artistic,OI,Occupational Interests,3.26,11/2023,Machine Learning
19-3032.00,Industrial-Organizational Psychologists,1.B.1.d,Social,OI,Occupational Interests,4.18,11/2023,Machine Learning
19-3032.00,Industrial-Organizational Psychologists,1.B.1.e,Enterprising,OI,Occupational Interests,4.65,11/2023,Machine Learning
19-3032.00,Industrial-Organizational Psychologists,1.B.1.f,Conventional,OI,Occupational Interests,4.04,11/2023,Machine Learning
19-3032.00,Industrial-Organizational Psychologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-3032.00,Industrial-Organizational Psychologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,11/2023,Machine Learning
19-3032.00,Industrial-Organizational Psychologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,4,11/2023,Machine Learning
19-3033.00,Clinical and Counseling Psychologists,1.B.1.a,Realistic,OI,Occupational Interests,1.07,11/2023,Machine Learning
19-3033.00,Clinical and Counseling Psychologists,1.B.1.b,Investigative,OI,Occupational Interests,5.5,11/2023,Machine Learning
19-3033.00,Clinical and Counseling Psychologists,1.B.1.c,Artistic,OI,Occupational Interests,3.02,11/2023,Machine Learning
19-3033.00,Clinical and Counseling Psychologists,1.B.1.d,Social,OI,Occupational Interests,6.57,11/2023,Machine Learning
19-3033.00,Clinical and Counseling Psychologists,1.B.1.e,Enterprising,OI,Occupational Interests,2.67,11/2023,Machine Learning
19-3033.00,Clinical and Counseling Psychologists,1.B.1.f,Conventional,OI,Occupational Interests,3.55,11/2023,Machine Learning
19-3033.00,Clinical and Counseling Psychologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4,11/2023,Machine Learning
19-3033.00,Clinical and Counseling Psychologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-3033.00,Clinical and Counseling Psychologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
19-3034.00,School Psychologists,1.B.1.a,Realistic,OI,Occupational Interests,1,11/2023,Machine Learning
19-3034.00,School Psychologists,1.B.1.b,Investigative,OI,Occupational Interests,5,11/2023,Machine Learning
19-3034.00,School Psychologists,1.B.1.c,Artistic,OI,Occupational Interests,3.31,11/2023,Machine Learning
19-3034.00,School Psychologists,1.B.1.d,Social,OI,Occupational Interests,6.77,11/2023,Machine Learning
19-3034.00,School Psychologists,1.B.1.e,Enterprising,OI,Occupational Interests,2.82,11/2023,Machine Learning
19-3034.00,School Psychologists,1.B.1.f,Conventional,OI,Occupational Interests,4.01,11/2023,Machine Learning
19-3034.00,School Psychologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4,11/2023,Machine Learning
19-3034.00,School Psychologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-3034.00,School Psychologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
19-3039.02,Neuropsychologists,1.B.1.a,Realistic,OI,Occupational Interests,2.67,11/2023,Machine Learning
19-3039.02,Neuropsychologists,1.B.1.b,Investigative,OI,Occupational Interests,7,11/2023,Machine Learning
19-3039.02,Neuropsychologists,1.B.1.c,Artistic,OI,Occupational Interests,3.26,11/2023,Machine Learning
19-3039.02,Neuropsychologists,1.B.1.d,Social,OI,Occupational Interests,5.28,11/2023,Machine Learning
19-3039.02,Neuropsychologists,1.B.1.e,Enterprising,OI,Occupational Interests,1.8,11/2023,Machine Learning
19-3039.02,Neuropsychologists,1.B.1.f,Conventional,OI,Occupational Interests,3.24,11/2023,Machine Learning
19-3039.02,Neuropsychologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-3039.02,Neuropsychologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,4,11/2023,Machine Learning
19-3039.02,Neuropsychologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
19-3039.03,Clinical Neuropsychologists,1.B.1.a,Realistic,OI,Occupational Interests,2.86,11/2023,Machine Learning
19-3039.03,Clinical Neuropsychologists,1.B.1.b,Investigative,OI,Occupational Interests,7,11/2023,Machine Learning
19-3039.03,Clinical Neuropsychologists,1.B.1.c,Artistic,OI,Occupational Interests,2.4,11/2023,Machine Learning
19-3039.03,Clinical Neuropsychologists,1.B.1.d,Social,OI,Occupational Interests,5.72,11/2023,Machine Learning
19-3039.03,Clinical Neuropsychologists,1.B.1.e,Enterprising,OI,Occupational Interests,2.11,11/2023,Machine Learning
19-3039.03,Clinical Neuropsychologists,1.B.1.f,Conventional,OI,Occupational Interests,3.45,11/2023,Machine Learning
19-3039.03,Clinical Neuropsychologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
19-3039.03,Clinical Neuropsychologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,4,11/2023,Machine Learning
19-3039.03,Clinical Neuropsychologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
19-3041.00,Sociologists,1.B.1.a,Realistic,OI,Occupational Interests,1.61,11/2023,Machine Learning
19-3041.00,Sociologists,1.B.1.b,Investigative,OI,Occupational Interests,6.43,11/2023,Machine Learning
